link_id,relation_type,basis,confidence,source_kind,source_standard_id,source_criterion_id,source_criterion_code,source_criterion_title,source_resource_id,source_url,target_standard_id,target_criterion_code,target_profile_ref,target_url,evidence_excerpt,source_dataset
xref-01494,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.4.2,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#audio-control,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01495,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.4.3,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#contrast-minimum,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01496,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.4.4,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#resize-text,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01497,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.4.5,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#images-of-text,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01498,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.4.10,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#reflow,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01499,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.4.11,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#non-text-contrast,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01500,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.4.12,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#text-spacing,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01501,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.4.13,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#content-on-hover-or-focus,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01502,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,2.1.1,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#keyboard,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01503,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,2.1.2,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#no-keyboard-trap,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01504,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,2.1.4,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#character-key-shortcuts,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01505,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,2.2.1,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#timing-adjustable,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01506,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,2.2.2,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#pause-stop-hide,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01507,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,2.3.1,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#three-flashes-or-below-threshold,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01508,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,2.4.1,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#bypass-blocks,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01509,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,2.4.2,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#page-titled,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01510,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,2.4.3,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#focus-order,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01511,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,2.4.4,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#link-purpose-in-context,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01512,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,2.4.5,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#multiple-ways,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01513,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,2.4.6,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#headings-and-labels,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01514,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,2.4.7,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#focus-visible,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01515,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,2.4.11,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#focus-not-obscured-minimum,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01516,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,2.5.1,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#pointer-gestures,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01517,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,2.5.2,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#pointer-cancellation,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01518,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,2.5.3,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#label-in-name,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01519,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,2.5.4,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#motion-actuation,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01520,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,2.5.7,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#dragging-movements,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01521,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,2.5.8,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#target-size-minimum,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01522,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,3.1.1,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#language-of-page,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01523,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,3.1.2,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#language-of-parts,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01524,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,3.2.1,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#on-focus,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01525,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,3.2.2,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#on-input,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01526,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,3.2.3,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#consistent-navigation,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01527,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,3.2.4,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#consistent-identification,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01528,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,3.2.6,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#consistent-help,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01529,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,3.3.1,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#error-identification,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01530,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,3.3.2,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#labels-or-instructions,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01531,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,3.3.3,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#error-suggestion,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01532,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,3.3.4,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#error-prevention-legal-financial-data,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01533,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,3.3.7,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#redundant-entry,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01534,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,3.3.8,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#accessible-authentication-minimum,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01535,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,4.1.2,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#name-role-value,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01536,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,4.1.3,wcag22-level-aa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#status-messages,ATAG crosswalk mapping via wcag22-level-aa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01537,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.1.1,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#non-text-content,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01538,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.2.1,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#audio-only-and-video-only-prerecorded,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01539,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.2.2,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#captions-prerecorded,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01540,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.2.3,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#audio-description-or-media-alternative-prerecorded,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01541,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.2.4,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#captions-live,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01542,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.2.5,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#audio-description-prerecorded,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01543,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.2.6,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#sign-language-prerecorded,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01544,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.2.7,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#extended-audio-description-prerecorded,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01545,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.2.8,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#media-alternative-prerecorded,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01546,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.2.9,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#audio-only-live,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01547,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.3.1,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#info-and-relationships,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01548,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.3.2,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#meaningful-sequence,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01549,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.3.3,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#sensory-characteristics,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01550,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.3.4,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#orientation,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01551,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.3.5,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#identify-input-purpose,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01552,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.3.6,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#identify-purpose,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01553,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.4.1,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#use-of-color,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01554,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.4.2,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#audio-control,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
xref-01555,inferred_sc_reference_cross_standard,inferred_profile_mapping,medium,normative_success_criterion,atag-2.0,sc_b311,B.3.1.1,Checking Assistance (WCAG),,https://www.w3.org/TR/ATAG20/#sc_b311,wcag-2.2,1.4.3,wcag22-level-aaa-minus-4.1.1,https://www.w3.org/TR/WCAG22/#contrast-minimum,ATAG crosswalk mapping via wcag22-level-aaa-minus-4.1.1,atag-to-wcag-2.2-crosswalk.yaml
